,Pais,Genero,Edad,Antigüedad,FacturacionTotal,PuntuacionCrediticia,CantidadProductos,PoseeTarjetaCredito,MiembroActivo,SalarioEstimado,VelocidadServicio,Abandono
4601,Brasil,Masculino,41,1,118334.44,483,1,No,No,163147.99,20GB,Si
4602,Chile,Femenino,23,5,0.0,705,2,Si,Si,73131.73,500Mb,Si
4603,Chile,Masculino,45,4,0.0,608,2,No,No,36697.48,100GB,Si
4604,Brasil,Femenino,23,4,163549.63,656,1,No,Si,21085.12,1GB,No
4605,Argentina,Masculino,29,10,147737.63,751,1,No,Si,94951.27,100GB,No
4606,Brasil,Femenino,49,9,97092.87,656,1,Si,No,74771.22,1GB,Si
4607,Chile,Masculino,23,10,0.0,709,2,No,No,129590.18,20GB,No
4608,Chile,Masculino,33,1,56084.69,555,2,No,No,178798.13,2GB,No
4609,Chile,Femenino,47,3,63488.7,705,1,No,Si,28640.92,2GB,Si
4610,Chile,Masculino,32,1,0.0,646,2,Si,No,183289.22,500Mb,Si
4611,Brasil,Femenino,41,1,103560.57,616,1,Si,No,236.45,500Mb,Si
4612,Brasil,Femenino,46,8,102785.16,507,1,Si,Si,70323.68,1GB,No
4613,Argentina,Femenino,29,3,0.0,671,2,Si,No,158043.11,20GB,No
4614,Chile,Femenino,25,3,86605.5,650,3,Si,No,16649.31,20GB,Si
4615,Argentina,Masculino,35,3,97560.16,718,1,Si,Si,53511.74,1GB,No
4616,Chile,Masculino,38,0,128366.44,739,1,Si,No,12796.43,2GB,No
4617,Chile,Masculino,52,4,0.0,782,1,Si,Si,52759.82,100GB,Si
4618,Argentina,Masculino,43,4,122351.29,625,1,Si,No,71216.6,2GB,No
4619,Brasil,Femenino,58,1,149641.53,612,1,Si,Si,115161.28,2GB,No
4620,Argentina,Masculino,37,6,0.0,643,2,No,No,142454.77,2GB,No
4621,Brasil,Masculino,32,8,105397.8,646,1,Si,No,78111.84,500Mb,Si
4622,Argentina,Masculino,42,2,56726.83,749,2,No,Si,185543.35,100GB,No
4623,Argentina,Masculino,37,1,0.0,701,2,Si,No,163457.55,500Mb,Si
4624,Argentina,Femenino,39,3,152462.79,711,1,Si,No,90305.97,2GB,No
4625,Brasil,Masculino,54,1,99774.5,574,1,No,No,4896.11,20GB,Si
4626,Argentina,Femenino,33,4,113743.37,591,1,Si,No,124625.08,500Mb,Si
4627,Brasil,Femenino,40,2,105222.86,567,2,Si,No,93795.86,100GB,No
4628,Chile,Femenino,38,9,0.0,659,2,Si,Si,35701.06,500Mb,Si
4629,Argentina,Femenino,42,7,165679.92,638,1,No,No,32916.29,500Mb,Si
4630,Argentina,Femenino,31,7,41299.03,671,1,No,Si,102681.32,1GB,No
4631,Chile,Femenino,35,10,0.0,634,1,Si,No,82634.41,2GB,No
4632,Chile,Masculino,32,4,82034.0,630,1,No,No,146326.45,100GB,No
4633,Argentina,Masculino,54,8,87105.32,585,1,Si,Si,55346.14,2GB,No
4634,Argentina,Masculino,50,4,165438.26,704,1,Si,No,120770.75,1GB,Si
4635,Argentina,Femenino,37,5,0.0,654,1,No,Si,71492.28,2GB,No
4636,Chile,Masculino,49,10,0.0,581,2,No,No,41623.59,2GB,No
4637,Argentina,Masculino,42,3,145155.37,624,1,Si,No,72169.95,100GB,Si
4638,Brasil,Femenino,55,7,131778.66,497,1,Si,Si,9972.64,1GB,No
4639,Brasil,Masculino,26,4,214346.96,650,2,Si,No,128815.33,2GB,No
4640,Argentina,Femenino,39,3,111695.62,686,1,No,No,136643.84,2GB,No
4641,Argentina,Masculino,29,1,0.0,739,2,Si,Si,164484.78,500Mb,Si
4642,Argentina,Masculino,41,8,0.0,515,2,Si,Si,185054.14,100GB,No
4643,Brasil,Masculino,63,7,104469.58,665,1,Si,Si,25165.36,500Mb,Si
4644,Brasil,Masculino,23,5,184244.86,627,1,Si,No,103099.22,1GB,No
4645,Chile,Masculino,34,2,101506.66,599,1,No,No,198030.24,20GB,No
4646,Argentina,Masculino,29,1,0.0,654,1,Si,No,180345.44,100GB,No
4647,Chile,Masculino,45,10,0.0,445,2,No,Si,90977.48,20GB,No
4648,Chile,Masculino,63,4,114552.6,633,1,Si,No,73856.28,100GB,Si
4649,Brasil,Femenino,33,3,100488.92,619,2,No,Si,36446.74,2GB,No
4650,Argentina,Masculino,34,4,165363.31,546,2,Si,Si,25744.13,1GB,Si
4651,Chile,Masculino,46,8,182364.53,790,1,No,No,139266.48,2GB,Si
4652,Argentina,Femenino,49,9,119960.29,607,2,Si,No,103068.22,500Mb,Si
4653,Argentina,Femenino,29,3,79715.36,559,1,Si,No,82252.28,1GB,No
4654,Brasil,Masculino,39,6,152182.83,728,1,No,No,161203.6,1GB,No
4655,Brasil,Masculino,19,0,75888.2,725,1,No,No,45613.75,100GB,No
4656,Argentina,Masculino,31,1,129743.75,603,1,Si,No,109145.2,500Mb,Si
4657,Chile,Femenino,31,1,0.0,630,2,Si,Si,169802.73,20GB,No
4658,Chile,Masculino,58,1,0.0,535,2,Si,Si,11779.98,500Mb,Si
4659,Argentina,Masculino,26,6,156551.63,709,1,No,Si,4410.77,20GB,No
4660,Argentina,Femenino,38,5,110570.78,660,2,Si,No,195906.59,2GB,No
4661,Argentina,Femenino,32,10,0.0,447,1,Si,Si,151815.76,100GB,No
4662,Argentina,Femenino,29,2,152265.43,593,1,Si,No,34004.44,100GB,No
4663,Argentina,Masculino,36,4,120165.4,666,2,Si,No,33701.5,100GB,No
4664,Chile,Masculino,38,3,250898.09,655,3,No,Si,81054.0,500Mb,Si
4665,Argentina,Masculino,33,4,156297.58,520,2,Si,Si,166102.61,500Mb,Si
4666,Brasil,Femenino,31,10,118613.34,640,1,Si,No,168469.65,100GB,No
4667,Argentina,Masculino,27,5,130231.8,586,2,Si,Si,192427.16,2GB,No
4668,Argentina,Masculino,34,1,0.0,609,1,Si,Si,181177.9,20GB,No
4669,Argentina,Masculino,32,7,92199.84,615,1,Si,Si,2755.53,2GB,No
4670,Chile,Masculino,37,3,0.0,554,2,Si,No,166177.3,2GB,No
4671,Argentina,Femenino,40,5,0.0,532,2,No,Si,177099.71,500Mb,Si
4672,Chile,Femenino,24,6,149592.14,564,1,Si,Si,153771.8,100GB,No
4673,Chile,Femenino,54,2,0.0,438,1,No,No,191763.07,500Mb,Si
4674,Argentina,Femenino,36,2,0.0,695,2,No,Si,167749.54,100GB,No
4675,Argentina,Femenino,48,9,0.0,535,1,Si,No,149892.79,1GB,Si
4676,Argentina,Femenino,46,6,0.0,376,1,Si,No,157333.69,100GB,Si
4677,Argentina,Femenino,21,9,0.0,741,2,No,Si,139259.54,1GB,No
4678,Brasil,Femenino,25,2,109175.14,651,2,Si,No,114566.47,500Mb,Si
4679,Brasil,Femenino,37,2,100431.84,808,1,Si,No,35140.49,1GB,Si
4680,Argentina,Masculino,28,7,0.0,651,2,Si,No,823.96,20GB,No
4681,Argentina,Masculino,28,7,0.0,604,2,No,No,58595.64,20GB,No
4682,Argentina,Masculino,28,8,0.0,711,2,Si,Si,64286.39,100GB,No
4683,Chile,Femenino,39,5,97854.37,632,2,Si,No,93536.38,500Mb,Si
4684,Chile,Femenino,38,10,0.0,729,2,Si,No,189727.12,2GB,No
4685,Brasil,Masculino,45,3,143129.41,616,2,No,Si,64327.26,20GB,No
4686,Argentina,Femenino,35,2,163943.89,722,2,Si,Si,15068.18,1GB,No
4687,Argentina,Femenino,33,1,96834.78,651,1,Si,No,108764.69,100GB,No
4688,Brasil,Masculino,35,3,192407.97,647,1,Si,Si,40145.28,100GB,No
4689,Argentina,Femenino,44,5,143244.97,560,1,Si,No,98661.27,1GB,No
4690,Argentina,Masculino,62,1,43772.66,517,3,Si,No,187756.24,2GB,Si
4691,Argentina,Femenino,29,4,105767.28,626,2,No,No,41104.82,100GB,No
4692,Argentina,Femenino,41,2,0.0,701,1,Si,No,47856.78,1GB,No
4693,Chile,Femenino,38,1,0.0,619,1,Si,No,112442.63,2GB,Si
4694,Argentina,Femenino,54,4,150005.38,556,1,Si,No,157015.5,100GB,Si
4695,Brasil,Femenino,41,8,146720.98,677,2,Si,Si,4195.84,500Mb,Si
4696,Brasil,Femenino,57,1,162082.31,720,4,No,No,27145.73,20GB,Si
4697,Argentina,Masculino,36,7,0.0,444,2,No,Si,138743.86,500Mb,Si
4698,Brasil,Masculino,55,4,129646.91,678,1,Si,Si,184125.1,500Mb,Si
4699,Chile,Masculino,31,6,0.0,512,2,Si,No,168462.26,1GB,No
4700,Argentina,Masculino,27,7,0.0,583,2,Si,No,51285.49,20GB,No
4701,Brasil,Femenino,27,9,112045.67,829,1,Si,Si,119708.21,20GB,Si
4702,Argentina,Masculino,29,1,0.0,797,1,No,Si,149991.32,20GB,No
4703,Chile,Femenino,27,2,121580.42,419,1,No,Si,134720.51,20GB,No
4704,Brasil,Masculino,33,1,102772.67,608,2,Si,No,70705.58,20GB,No
4705,Argentina,Femenino,27,1,0.0,529,2,Si,Si,37769.98,100GB,No
4706,Argentina,Masculino,38,6,162888.73,760,1,Si,No,91098.76,100GB,Si
4707,Chile,Masculino,34,6,0.0,629,2,Si,No,190347.72,1GB,No
4708,Argentina,Masculino,66,4,159732.02,692,1,Si,Si,118188.15,500Mb,Si
4709,Argentina,Masculino,35,5,137482.19,543,1,No,No,62389.35,1GB,No
4710,Argentina,Femenino,24,5,0.0,623,2,Si,No,116160.04,2GB,No
4711,Chile,Masculino,33,10,0.0,784,2,Si,No,162022.47,500Mb,Si
4712,Brasil,Femenino,45,7,135643.0,755,1,No,No,143619.52,500Mb,Si
4713,Brasil,Masculino,35,7,122917.69,777,1,Si,Si,76169.68,100GB,No
4714,Chile,Masculino,43,3,184926.61,628,1,Si,No,122937.57,1GB,No
4715,Argentina,Femenino,22,5,89492.62,536,1,No,No,42934.43,1GB,No
4716,Argentina,Femenino,33,1,113452.66,507,1,No,No,142911.99,100GB,No
4717,Brasil,Femenino,40,8,128644.46,678,1,No,No,167673.37,1GB,No
4718,Argentina,Femenino,41,1,0.0,718,2,No,Si,27509.52,1GB,Si
4719,Argentina,Femenino,57,8,0.0,675,2,No,Si,95463.29,100GB,No
4720,Brasil,Masculino,23,8,197715.93,608,2,Si,Si,116124.28,20GB,No
4721,Brasil,Femenino,38,8,103653.51,608,2,Si,Si,137079.86,20GB,No
4722,Chile,Femenino,40,1,146502.07,667,1,Si,No,19162.89,100GB,No
4723,Chile,Masculino,36,7,169312.72,620,1,Si,No,45414.09,1GB,No
4724,Brasil,Masculino,41,8,127205.32,632,4,Si,No,93874.87,500Mb,Si
4725,Argentina,Masculino,46,9,0.0,589,2,Si,No,170676.67,100GB,No
4726,Argentina,Masculino,35,5,0.0,699,2,Si,Si,78397.24,100GB,No
4727,Argentina,Masculino,37,2,0.0,633,2,Si,No,182258.17,20GB,No
4728,Argentina,Femenino,31,5,137411.29,511,1,No,Si,161854.98,1GB,No
4729,Chile,Masculino,19,5,0.0,613,1,Si,Si,176903.35,500Mb,Si
4730,Chile,Masculino,28,7,0.0,575,1,Si,Si,10666.05,1GB,No
4731,Argentina,Masculino,34,4,106328.08,728,1,Si,No,88680.65,2GB,No
4732,Chile,Femenino,50,5,142644.64,646,2,Si,Si,142208.5,500Mb,Si
4733,Argentina,Femenino,43,4,152341.55,693,1,Si,No,9241.78,2GB,No
4734,Argentina,Femenino,27,3,107375.82,632,1,Si,Si,62703.38,500Mb,Si
4735,Argentina,Masculino,37,3,0.0,550,1,Si,Si,179670.31,500Mb,Si
4736,Argentina,Femenino,33,9,0.0,669,2,No,Si,107221.03,1GB,No
4737,Brasil,Femenino,34,10,129417.82,588,1,Si,No,153727.32,20GB,No
4738,Argentina,Masculino,31,7,117687.35,762,1,Si,Si,159344.43,100GB,No
4739,Argentina,Femenino,39,3,166501.17,579,2,Si,No,93835.64,100GB,No
4740,Chile,Femenino,33,2,0.0,597,2,Si,Si,4700.66,100GB,No
4741,Chile,Masculino,38,3,126152.84,683,1,No,No,15378.75,2GB,No
4742,Argentina,Masculino,42,6,177822.03,557,1,Si,No,150944.31,20GB,Si
4743,Argentina,Femenino,38,2,129022.06,711,2,Si,Si,14374.86,500Mb,Si
4744,Chile,Masculino,28,1,103421.32,701,1,No,Si,76304.73,2GB,No
4745,Argentina,Femenino,47,6,128252.66,697,1,Si,Si,168053.4,2GB,No
4746,Argentina,Masculino,66,4,86459.8,725,1,Si,Si,141476.56,1GB,No
4747,Brasil,Masculino,59,8,118210.42,598,2,No,No,60192.14,2GB,Si
4748,Chile,Masculino,32,3,0.0,790,1,Si,No,91044.47,2GB,No
4749,Argentina,Femenino,31,6,0.0,629,1,Si,Si,16447.6,1GB,Si
4750,Chile,Femenino,43,7,81153.82,648,1,Si,Si,144532.85,500Mb,Si
4751,Chile,Masculino,28,9,97408.03,850,1,Si,Si,175853.64,500Mb,Si
4752,Chile,Femenino,30,5,0.0,525,2,No,Si,149195.44,1GB,No
4753,Argentina,Masculino,32,7,107871.72,542,1,Si,No,125302.64,500Mb,Si
4754,Argentina,Masculino,34,6,146178.13,686,2,Si,Si,88837.11,500Mb,Si
4755,Brasil,Masculino,43,6,127146.68,505,1,No,No,137565.87,100GB,No
4756,Brasil,Femenino,37,8,114754.08,545,1,Si,No,136050.44,100GB,Si
4757,Argentina,Masculino,32,6,94486.47,706,1,Si,Si,146949.74,20GB,No
4758,Argentina,Masculino,71,7,0.0,624,2,Si,Si,108841.83,100GB,No
4759,Chile,Femenino,46,3,0.0,512,2,Si,Si,56408.14,20GB,No
4760,Brasil,Masculino,27,7,188614.07,769,1,Si,No,171344.09,500Mb,Si
4761,Argentina,Femenino,36,3,0.0,741,2,Si,Si,89804.83,100GB,No
4762,Argentina,Masculino,40,10,0.0,724,1,Si,No,127847.25,1GB,Si
4763,Argentina,Masculino,35,1,172170.36,629,1,Si,Si,159777.37,100GB,No
4764,Argentina,Femenino,35,7,164769.02,586,3,Si,No,119814.25,2GB,Si
4765,Argentina,Masculino,59,1,0.0,608,1,Si,No,70649.64,20GB,Si
4766,Argentina,Femenino,56,3,0.0,815,3,Si,Si,94248.16,500Mb,Si
4767,Argentina,Femenino,41,7,0.0,794,2,Si,Si,74275.08,1GB,No
4768,Chile,Femenino,40,8,0.0,618,2,Si,No,80204.38,20GB,No
4769,Argentina,Masculino,31,1,156111.24,698,1,No,No,134790.74,20GB,No
4770,Brasil,Femenino,35,5,103214.71,717,1,Si,No,172172.7,100GB,No
4771,Brasil,Femenino,34,2,91258.52,621,2,Si,No,44857.4,20GB,No
4772,Argentina,Masculino,62,5,0.0,727,2,No,Si,38652.96,500Mb,Si
4773,Chile,Masculino,40,6,0.0,786,2,No,No,41248.8,100GB,No
4774,Argentina,Masculino,31,6,0.0,579,2,Si,No,26149.25,100GB,No
4775,Argentina,Femenino,63,1,110314.21,799,2,Si,No,37464.0,100GB,Si
4776,Chile,Femenino,57,3,175575.95,670,2,Si,No,99061.75,20GB,Si
4777,Chile,Femenino,37,0,0.0,575,2,No,No,30114.32,500Mb,Si
4778,Argentina,Femenino,38,2,0.0,678,2,No,No,115068.99,2GB,No
4779,Argentina,Masculino,30,3,0.0,656,2,No,Si,17104.0,100GB,No
4780,Brasil,Femenino,37,2,121801.72,631,2,No,Si,23146.62,100GB,No
4781,Argentina,Masculino,54,9,117444.51,706,1,Si,Si,186238.85,100GB,No
4782,Brasil,Femenino,54,1,131039.97,601,2,Si,Si,199661.5,20GB,No
4783,Brasil,Femenino,35,9,119948.09,842,1,Si,No,48217.97,100GB,Si
4784,Brasil,Masculino,50,9,130023.38,805,1,Si,No,62989.82,2GB,Si
4785,Chile,Masculino,46,7,68799.72,708,1,Si,Si,39704.14,2GB,No
4786,Chile,Femenino,29,9,127570.93,699,2,Si,No,164756.81,20GB,No
4787,Brasil,Femenino,36,9,81231.85,635,2,Si,No,196731.08,2GB,No
4788,Argentina,Masculino,49,1,93817.41,508,2,Si,Si,132468.76,1GB,Si
4789,Brasil,Masculino,38,9,163965.69,691,2,No,Si,103511.26,1GB,No
4790,Argentina,Femenino,29,10,73194.52,579,2,Si,Si,129209.09,20GB,No
4791,Chile,Masculino,33,7,76548.6,804,1,No,Si,98453.45,2GB,No
4792,Brasil,Femenino,39,7,93148.74,718,2,Si,Si,190746.38,500Mb,Si
4793,Chile,Femenino,36,1,0.0,652,2,Si,Si,19302.78,100GB,No
4794,Brasil,Masculino,48,5,134542.73,535,1,Si,Si,58203.67,2GB,Si
4795,Argentina,Masculino,20,1,139432.55,762,1,Si,Si,85606.83,20GB,No
4796,Argentina,Femenino,26,5,87098.91,684,1,No,No,106095.82,100GB,No
4797,Chile,Femenino,30,6,0.0,627,1,Si,Si,113408.47,1GB,No
4798,Chile,Masculino,41,5,100880.76,627,1,No,Si,134665.25,20GB,No
4799,Argentina,Femenino,43,7,139972.18,648,1,Si,No,143668.58,20GB,No
4800,Argentina,Masculino,32,7,0.0,620,2,Si,Si,34665.79,500Mb,Si
4801,Chile,Femenino,47,1,0.0,713,1,Si,No,107825.08,1GB,Si
4802,Argentina,Masculino,38,7,111835.94,602,2,Si,No,124389.61,2GB,No
4803,Argentina,Femenino,36,1,134997.49,587,2,Si,No,44688.08,20GB,No
4804,Argentina,Masculino,34,6,0.0,580,2,Si,Si,160095.31,500Mb,Si
4805,Brasil,Masculino,27,4,118627.16,656,2,Si,Si,160835.3,1GB,No
4806,Brasil,Masculino,39,4,112290.22,572,1,Si,No,49373.97,500Mb,Si
4807,Chile,Masculino,36,1,0.0,724,2,Si,No,52462.25,20GB,No
4808,Chile,Femenino,35,8,0.0,719,1,Si,Si,165162.4,1GB,No
4809,Brasil,Masculino,29,1,96462.25,833,2,No,Si,48986.18,2GB,No
4810,Argentina,Masculino,36,9,0.0,493,2,Si,Si,65816.53,500Mb,Si
4811,Chile,Femenino,35,9,0.0,564,2,Si,Si,105837.38,500Mb,Si
4812,Chile,Femenino,37,4,0.0,728,1,No,No,4539.38,1GB,No
4813,Chile,Masculino,61,1,0.0,609,1,Si,No,22447.85,500Mb,Si
4814,Argentina,Femenino,29,8,0.0,549,2,Si,Si,189558.44,20GB,No
4815,Chile,Masculino,21,7,116099.82,570,1,Si,Si,148087.62,1GB,No
4816,Argentina,Masculino,37,2,0.0,596,1,No,Si,121175.86,2GB,No
4817,Argentina,Femenino,46,5,113402.14,656,2,Si,Si,138849.06,2GB,No
4818,Argentina,Masculino,39,5,0.0,741,1,No,Si,40207.06,1GB,No
4819,Argentina,Masculino,32,9,0.0,662,2,No,No,65089.38,2GB,No
4820,Chile,Masculino,56,6,94231.13,796,1,No,No,121164.6,2GB,Si
4821,Argentina,Masculino,37,6,0.0,609,2,No,Si,22030.72,1GB,No
4822,Chile,Femenino,38,6,121021.05,689,1,Si,Si,12182.15,100GB,No
4823,Brasil,Masculino,24,2,120596.93,692,1,No,Si,180490.53,500Mb,Si
4824,Argentina,Masculino,41,0,0.0,649,2,No,Si,130567.02,2GB,No
4825,Argentina,Masculino,30,2,0.0,694,3,No,Si,15039.41,100GB,No
4826,Brasil,Femenino,38,6,86569.76,632,2,Si,No,98090.91,500Mb,Si
4827,Argentina,Masculino,28,10,0.0,655,2,No,Si,126565.21,100GB,No
4828,Brasil,Masculino,35,5,129828.58,791,1,Si,Si,181918.26,20GB,Si
4829,Chile,Masculino,62,2,0.0,730,2,Si,Si,186489.95,20GB,No
4830,Chile,Femenino,48,6,140576.11,470,1,Si,Si,116971.05,1GB,No
4831,Chile,Femenino,31,5,0.0,610,2,No,No,63736.36,2GB,No
4832,Brasil,Femenino,38,9,107199.75,785,1,No,No,146398.51,20GB,No
4833,Brasil,Femenino,24,7,147687.24,713,1,Si,Si,121592.5,100GB,No
4834,Argentina,Masculino,36,6,106192.1,565,1,Si,No,149575.59,1GB,No
4835,Argentina,Masculino,37,1,125529.55,669,1,Si,Si,162260.93,1GB,No
4836,Argentina,Masculino,29,7,0.0,592,2,Si,Si,91196.67,500Mb,Si
4837,Brasil,Femenino,39,9,96748.89,527,2,Si,No,94711.43,1GB,No
4838,Argentina,Femenino,39,1,129068.54,764,2,Si,Si,187905.12,2GB,No
4839,Argentina,Masculino,36,7,85311.7,533,1,No,Si,156731.91,500Mb,Si
4840,Argentina,Masculino,46,9,139859.54,638,1,Si,No,38967.29,2GB,No
4841,Argentina,Femenino,41,3,141806.46,793,1,Si,No,102921.17,100GB,No
4842,Argentina,Femenino,58,3,102346.86,707,1,Si,Si,114672.64,2GB,No
4843,Argentina,Femenino,49,2,0.0,757,2,No,No,164482.92,500Mb,Si
4844,Argentina,Femenino,29,5,112564.62,706,1,Si,No,42334.38,20GB,No
4845,Argentina,Femenino,39,1,104614.29,820,1,Si,No,61538.43,500Mb,Si
4846,Argentina,Femenino,66,9,0.0,775,2,Si,Si,67622.34,20GB,No
4847,Brasil,Femenino,36,3,65253.07,721,2,Si,No,28737.78,2GB,No
4848,Argentina,Masculino,26,2,75237.54,621,1,No,Si,44220.4,100GB,No
4849,Brasil,Femenino,70,1,96947.58,850,3,Si,No,62282.99,500Mb,Si
4850,Brasil,Femenino,40,8,150679.71,688,2,No,Si,196226.38,100GB,No
4851,Chile,Femenino,35,7,147936.42,759,1,Si,Si,106785.7,20GB,No
4852,Argentina,Masculino,40,9,0.0,850,2,No,Si,119232.33,2GB,No
4853,Chile,Femenino,45,1,0.0,703,1,Si,No,182784.11,1GB,Si
4854,Argentina,Femenino,35,7,0.0,452,2,Si,No,164241.67,20GB,No
4855,Argentina,Masculino,33,9,147510.34,701,1,Si,No,190611.92,500Mb,Si
4856,Argentina,Femenino,32,9,110728.39,544,1,Si,Si,14559.62,20GB,No
4857,Chile,Femenino,45,3,89158.94,495,3,Si,No,135169.76,2GB,Si
4858,Chile,Masculino,25,8,0.0,668,2,Si,Si,135112.09,500Mb,Si
4859,Brasil,Masculino,29,3,59385.98,739,2,Si,Si,105533.96,100GB,No
4860,Brasil,Masculino,48,1,106396.48,631,1,Si,Si,150661.42,500Mb,Si
4861,Brasil,Masculino,35,7,104015.54,652,2,Si,Si,55207.88,2GB,No
4862,Chile,Masculino,44,9,100524.69,613,1,Si,Si,47298.95,500Mb,Si
4863,Brasil,Masculino,40,6,47869.69,505,2,Si,Si,155061.97,20GB,No
4864,Argentina,Masculino,38,7,0.0,569,1,Si,Si,108469.2,20GB,No
4865,Argentina,Femenino,37,8,75150.34,614,4,No,Si,131766.67,20GB,Si
4866,Argentina,Masculino,37,3,0.0,445,2,Si,Si,180012.39,100GB,No
4867,Argentina,Masculino,34,7,106603.74,671,2,Si,Si,26387.71,20GB,No
4868,Argentina,Masculino,31,5,0.0,755,2,No,Si,194660.78,20GB,No
4869,Brasil,Femenino,25,2,158266.42,653,3,Si,Si,199357.24,500Mb,Si
4870,Brasil,Masculino,46,9,107850.82,587,1,Si,No,139431.0,100GB,Si
4871,Chile,Masculino,41,5,104631.67,621,1,Si,Si,95551.22,100GB,No
4872,Argentina,Femenino,31,2,57530.06,670,1,Si,Si,181893.31,1GB,Si
4873,Argentina,Masculino,43,3,66338.68,681,1,Si,Si,18772.5,20GB,Si
4874,Chile,Femenino,45,10,125191.69,446,1,Si,Si,128260.86,1GB,Si
4875,Argentina,Femenino,38,8,88758.95,538,2,No,No,28226.15,1GB,Si
4876,Argentina,Femenino,70,9,0.0,559,1,Si,Si,122996.76,20GB,No
4877,Argentina,Masculino,33,2,182888.08,712,1,Si,No,3061.0,100GB,No
4878,Brasil,Femenino,32,3,104857.19,715,2,Si,No,114149.8,2GB,No
4879,Argentina,Masculino,46,2,0.0,516,2,Si,Si,169122.54,1GB,No
4880,Argentina,Masculino,34,2,0.0,497,2,Si,Si,83087.13,500Mb,Si
4881,Argentina,Masculino,31,3,0.0,850,2,Si,No,121866.87,1GB,No
4882,Argentina,Masculino,35,5,0.0,706,2,Si,Si,81718.37,20GB,No
4883,Chile,Masculino,66,7,132044.6,526,2,Si,Si,158365.89,2GB,No
4884,Brasil,Femenino,45,9,110827.49,652,1,Si,Si,153383.54,500Mb,Si
4885,Argentina,Femenino,53,8,123845.36,735,2,No,Si,170454.93,100GB,Si
4886,Chile,Femenino,49,8,0.0,678,2,No,Si,98090.69,1GB,No
4887,Argentina,Masculino,42,9,114631.23,501,1,No,Si,91429.74,1GB,No
4888,Argentina,Femenino,39,2,148586.64,850,1,Si,Si,176791.27,1GB,No
4889,Argentina,Femenino,41,10,76319.64,844,1,Si,Si,141175.18,20GB,Si
4890,Argentina,Masculino,43,6,128760.32,693,1,Si,No,36342.79,20GB,No
4891,Argentina,Femenino,49,2,0.0,699,1,No,No,105760.01,1GB,No
4892,Brasil,Femenino,64,3,153469.26,705,3,No,No,146573.66,20GB,Si
4893,Chile,Femenino,44,5,0.0,647,3,Si,Si,174205.22,500Mb,Si
4894,Chile,Masculino,36,5,0.0,682,2,Si,Si,147758.51,2GB,No
4895,Argentina,Masculino,36,3,0.0,670,1,Si,No,140754.19,500Mb,Si
4896,Argentina,Femenino,41,4,0.0,662,2,Si,No,126551.48,100GB,No
4897,Argentina,Femenino,40,7,0.0,461,2,Si,No,176547.8,100GB,No
4898,Chile,Masculino,46,10,0.0,731,2,Si,No,153015.42,1GB,No
4899,Argentina,Masculino,33,7,0.0,502,2,No,Si,4082.52,1GB,No
4900,Argentina,Masculino,31,7,79962.92,608,2,Si,No,60901.72,20GB,No
4901,Argentina,Femenino,37,5,0.0,740,2,Si,Si,27528.4,2GB,No
4902,Argentina,Masculino,40,7,0.0,715,1,Si,Si,141359.11,100GB,No
4903,Brasil,Masculino,42,0,77992.97,760,2,Si,Si,97906.38,500Mb,Si
4904,Brasil,Femenino,36,6,144773.29,646,2,Si,No,53217.3,500Mb,Si
4905,Brasil,Masculino,33,7,98630.31,643,2,Si,Si,40250.82,20GB,No
4906,Chile,Femenino,32,7,0.0,649,1,Si,No,28797.32,1GB,No
4907,Argentina,Femenino,26,4,91547.84,641,2,No,Si,28157.34,100GB,No
4908,Brasil,Femenino,37,9,145219.3,652,1,Si,No,159132.83,500Mb,Si
4909,Argentina,Femenino,28,5,118890.81,632,1,No,Si,145157.97,1GB,No
4910,Argentina,Masculino,50,0,104129.24,646,2,Si,No,181794.86,20GB,Si
4911,Argentina,Masculino,32,1,0.0,675,3,Si,No,85901.09,2GB,No
4912,Argentina,Masculino,40,5,0.0,575,2,Si,Si,122488.59,100GB,No
4913,Argentina,Masculino,32,6,177729.13,753,1,Si,Si,161642.08,2GB,No
4914,Brasil,Masculino,35,9,113948.58,660,1,Si,No,188891.96,20GB,Si
4915,Brasil,Masculino,31,9,82293.82,551,2,Si,Si,91565.25,2GB,No
4916,Argentina,Masculino,41,4,130385.82,615,1,No,Si,130661.95,2GB,No
4917,Brasil,Femenino,36,1,104356.94,559,2,No,Si,54184.06,1GB,No
4918,Chile,Femenino,38,3,124197.22,804,1,Si,No,74692.06,20GB,No
4919,Brasil,Femenino,54,9,97382.53,572,1,Si,Si,195771.95,100GB,No
4920,Brasil,Femenino,46,4,115518.07,705,1,No,No,76544.9,2GB,Si
4921,Chile,Masculino,34,9,0.0,686,2,Si,No,127569.8,2GB,No
4922,Brasil,Masculino,37,2,145610.07,654,2,No,No,186300.59,100GB,No
4923,Chile,Masculino,35,1,0.0,612,1,Si,Si,83256.26,20GB,Si
4924,Brasil,Femenino,58,3,127539.3,783,1,Si,Si,96590.39,100GB,Si
4925,Chile,Femenino,46,8,0.0,640,2,Si,No,89043.19,100GB,No
4926,Chile,Masculino,38,3,0.0,592,1,Si,Si,12905.89,1GB,Si
4927,Brasil,Femenino,30,3,131344.52,614,2,Si,No,54776.64,100GB,No
4928,Brasil,Femenino,32,0,116968.91,850,1,No,No,175094.62,20GB,No
4929,Chile,Masculino,22,8,0.0,710,2,No,No,99645.04,500Mb,Si
